annee;date;parcelle;exploitation;culture;ITK;OT;temps[h];profondeur[cm];RECOLTE_rendement[t/ha];RECOLTE_risqueEchaudage[%];RECOLTE_impactGel[%];IRRIGATION_dose[mm];IRRIGATION_reelle[mm];FERTI_produit;FERTI_nature;FERTI_annulee;FERTI_doseBruteOrg[kg/ha];FERTI_apportNminTheorique[kg/ha];FERTI_apportNminReel[kg/ha];FERTI_apportNorg_labile[kg/ha];FERTI_apportNorg_recalcitrant[kg/ha];BIOMASSE_export[t/ha];BIOMASSE_aer_restit[t/ha];BIOMASSE_rac_restit[t/ha];N_export[kg/ha];C_export[kg/ha];id_lot;nb_ugb;duree_pature[j];herbe_consommee[kg]
2019;289;sudouest_1_1;organique_sudouest_1;maisT;mais_tousSols_nonirr_organique;SEMIS;0.55;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;296;beauce_1_1;organique_beauce_1;orgeh;orgeH_tousSols_nonirr_organique;SEMIS;0.92;6.0;;;;;;;;;;;;;;;;;;;;;;
2019;272;beauce_1_1;organique_beauce_1;orgeh;orgeH_tousSols_nonirr_organique;TRAVAIL_SOL;0.99;15.0;;;;;;;;;;;;;;;;;;;;;;
2019;267;sudouest_2_1;mineral_sudouest_2;maisT;mais_tousSols_nonirr_mineral;SEMIS;0.83;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;258;sudouest_2_1;mineral_sudouest_2;maisT;mais_tousSols_nonirr_mineral;TRAVAIL_SOL;0.37;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;311;sudouest_3_1;organique_sudouest_3;maisT;mais_tousSols_irr_organique;SEMIS;0.52;4.0;;;;;;;;;;;;;;;;;;;;;;
2019;304;sudouest_4_1;mineral_sudouest_4;maisT;mais_tousSols_irr_mineral;SEMIS;0.67;4.0;;;;;;;;;;;;;;;;;;;;;;
2019;303;sudouest_5_1;organique_sudouest_5;maisT;mais_tousSols_nonirr_organique;SEMIS;0.74;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;301;sudouest_5_1;organique_sudouest_5;maisT;mais_tousSols_nonirr_organique;TRAVAIL_SOL;0.33;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;294;beauce_2_1;mineral_beauce_2;orgeh;orgeH_tousSols_nonirr_mineral;SEMIS;0.94;6.0;;;;;;;;;;;;;;;;;;;;;;
2019;265;beauce_2_1;mineral_beauce_2;orgeh;orgeH_tousSols_nonirr_mineral;TRAVAIL_SOL;0.55;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;312;sudouest_6_1;mineral_sudouest_6;maisT;mais_tousSols_nonirr_mineral;SEMIS;0.61;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;303;sudouest_7_1;organique_sudouest_7;maisT;mais_tousSols_irr_organique;SEMIS;0.57;4.0;;;;;;;;;;;;;;;;;;;;;;
2019;294;sudouest_7_1;organique_sudouest_7;maisT;mais_tousSols_irr_organique;TRAVAIL_SOL;0.93;24.0;;;;;;;;;;;;;;;;;;;;;;
2019;308;sudouest_8_1;mineral_sudouest_8;maisT;mais_tousSols_irr_mineral;SEMIS;0.43;4.0;;;;;;;;;;;;;;;;;;;;;;
2019;266;sudouest_9_1;organique_sudouest_9;maisT;mais_tousSols_nonirr_organique;SEMIS;0.56;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;295;beauce_3_1;organique_beauce_3;orgeh;orgeH_tousSols_irr_organique;SEMIS;0.8;6.0;;;;;;;;;;;;;;;;;;;;;;
2019;293;beauce_3_1;organique_beauce_3;orgeh;orgeH_tousSols_irr_organique;TRAVAIL_SOL;0.47;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;285;beauce_4_1;mineral_beauce_4;orgeh;orgeH_tousSols_irr_mineral;SEMIS;1.04;6.0;;;;;;;;;;;;;;;;;;;;;;
2019;266;beauce_4_1;mineral_beauce_4;orgeh;orgeH_tousSols_irr_mineral;TRAVAIL_SOL;0.61;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;312;beauce_5_1;organique_beauce_5;orgeh;orgeH_tousSols_nonirr_organique;SEMIS;0.86;6.0;;;;;;;;;;;;;;;;;;;;;;
2019;291;beauce_5_1;organique_beauce_5;orgeh;orgeH_tousSols_nonirr_organique;TRAVAIL_SOL;0.92;15.0;;;;;;;;;;;;;;;;;;;;;;
2019;295;beauce_6_1;mineral_beauce_6;orgeh;orgeH_tousSols_nonirr_mineral;SEMIS;0.98;6.0;;;;;;;;;;;;;;;;;;;;;;
2019;311;beauce_7_1;organique_beauce_7;orgeh;orgeH_tousSols_irr_organique;SEMIS;0.76;6.0;;;;;;;;;;;;;;;;;;;;;;
2019;299;beauce_7_1;organique_beauce_7;orgeh;orgeH_tousSols_irr_organique;TRAVAIL_SOL;0.45;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;293;beauce_8_1;mineral_beauce_8;orgeh;orgeH_tousSols_irr_mineral;SEMIS;0.52;6.0;;;;;;;;;;;;;;;;;;;;;;
2019;310;sudouest_10_1;mineral_sudouest_10;maisT;mais_tousSols_nonirr_mineral;SEMIS;0.36;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;317;sudouest_11_1;organique_sudouest_11;maisT;mais_tousSols_irr_organique;SEMIS;0.45;4.0;;;;;;;;;;;;;;;;;;;;;;
2019;303;oceanique_1_1;organique_oceanique_1;CP;ble_tousSols_nonirr_organique;SEMIS;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;
2019;281;oceanique_2_1;mineral_oceanique_2;CP;ble_tousSols_nonirr_mineral;SEMIS;0.91;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;290;sudouest_12_1;mineral_sudouest_12;maisT;mais_tousSols_irr_mineral;SEMIS;0.62;4.0;;;;;;;;;;;;;;;;;;;;;;
2019;287;sudouest_13_1;organique_sudouest_13;maisT;mais_tousSols_nonirr_organique;SEMIS;0.5;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;266;sudouest_13_1;organique_sudouest_13;maisT;mais_tousSols_nonirr_organique;TRAVAIL_SOL;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;291;sudouest_14_1;mineral_sudouest_14;maisT;mais_tousSols_nonirr_mineral;SEMIS;0.42;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;279;sudouest_14_1;mineral_sudouest_14;maisT;mais_tousSols_nonirr_mineral;TRAVAIL_SOL;0.83;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;286;sudouest_15_1;organique_sudouest_15;maisT;mais_tousSols_irr_organique;SEMIS;0.62;4.0;;;;;;;;;;;;;;;;;;;;;;
2019;266;sudouest_15_1;organique_sudouest_15;maisT;mais_tousSols_irr_organique;TRAVAIL_SOL;1.01;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;285;sudouest_16_1;mineral_sudouest_16;maisT;mais_tousSols_irr_mineral;SEMIS;0.78;4.0;;;;;;;;;;;;;;;;;;;;;;
2019;264;oceanique_3_1;organique_oceanique_3;CP;ble_tousSols_nonirr_organique;SEMIS;0.96;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;307;oceanique_4_1;mineral_oceanique_4;CP;ble_tousSols_nonirr_mineral;SEMIS;0.53;3.0;;;;;;;;;;;;;;;;;;;;;;
2019;292;oceanique_4_1;mineral_oceanique_4;CP;ble_tousSols_nonirr_mineral;TRAVAIL_SOL;0.53;25.0;;;;;;;;;;;;;;;;;;;;;;
2019;299;sudouest_17_1;organique_sudouest_17;maisT;mais_tousSols_nonirr_organique;SEMIS;0.53;0.0;;;;;;;;;;;;;;;;;;;;;;
2019;298;sudouest_17_1;organique_sudouest_17;maisT;mais_tousSols_nonirr_organique;TRAVAIL_SOL;1.06;24.0;;;;;;;;;;;;;;;;;;;;;;
2019;263;beauce_9_1;organique_beauce_9;orgeh;orgeH_tousSols_nonirr_organique;SEMIS;0.4;6.0;;;;;;;;;;;;;;;;;;;;;;
2019;236;beauce_9_1;organique_beauce_9;orgeh;orgeH_tousSols_nonirr_organique;TRAVAIL_SOL;0.23;24.0;;;;;;;;;;;;;;;;;;;;;;
